zipcode,city,state,state_name,latitude,longitude,population_2010,land_sq_miles,density_per_sq_mile
36310,Abbeville,AL,Alabama,31.599256,-85.2094,6783,215.498,31.47593017
35005,Adamsville,AL,Alabama,33.592585,-86.95969,7942,34.509,230.1428613
35540,Addison,AL,Alabama,34.223057,-87.17232,2415,73.736,32.75198004
35006,Adger,AL,Alabama,33.451714,-87.23957,3121,99.809,31.26972518
35441,Akron,AL,Alabama,32.871514,-87.73326,1060,66.738,15.88300518
35007,Alabaster,AL,Alabama,33.232422,-86.80871,26225,37.384,701.5033169
36720,Alberta,AL,Alabama,32.170653,-87.36217,784,49.844,15.72907471
35951,Albertville,AL,Alabama,34.313014,-86.19282,13098,72.828,179.84841
35950,Albertville,AL,Alabama,34.261878,-86.22835,20826,44.574,467.2230448
35010,Alexander City,AL,Alabama,32.903432,-85.92669,20816,217.595,95.66396287
36250,Alexandria,AL,Alabama,33.766057,-85.88969,4603,17.643,260.8966729
35442,Aliceville,AL,Alabama,33.095505,-88.18653,4972,235.601,21.10347579
36501,Alma,AL,Alabama,31.463968,-87.73883,0,0,0
35014,Alpine,AL,Alabama,33.35596,-86.2772,4546,95.491,47.60658072
35952,Altoona,AL,Alabama,34.057496,-86.32225,7727,109.635,70.47931774
36420,Andalusia,AL,Alabama,31.279043,-86.48699,10673,265.932,40.13432005
35610,Anderson,AL,Alabama,34.944113,-87.24921,2252,48.35,46.5770424
36206,Anniston,AL,Alabama,33.719701,-85.83166,11427,15.974,715.3499437
36201,Anniston,AL,Alabama,33.658803,-85.85178,20156,37.311,540.2160221
36207,Anniston,AL,Alabama,33.651673,-85.75895,19801,73.858,268.0955347
36205,Anniston,AL,Alabama,33.711314,-85.78527,635,4.314,147.1951785
35016,Arab,AL,Alabama,34.323715,-86.49278,16778,74.347,225.6715133
35739,Ardmore,AL,Alabama,34.972309,-86.81352,5146,27.12,189.7492625
36311,Ariton,AL,Alabama,31.589226,-85.69097,2770,119.76,23.12959252
35541,Arley,AL,Alabama,34.059527,-87.18344,3597,67.072,53.62893607
36722,Arlington,AL,Alabama,32.079894,-87.57551,472,32.213,14.6524695
36312,Ashford,AL,Alabama,31.178688,-85.2429,6187,77.076,80.27142042
36251,Ashland,AL,Alabama,33.243964,-85.84503,5103,144.453,35.32636913
35953,Ashville,AL,Alabama,33.825516,-86.24231,7319,114.098,64.14661081
35614,Athens,AL,Alabama,34.860179,-87.06231,7456,63.594,117.2437651
35613,Athens,AL,Alabama,34.808165,-86.89623,20546,76.923,267.0982671
35611,Athens,AL,Alabama,34.784028,-87.02767,25251,114.035,221.4320165
36502,Atmore,AL,Alabama,31.090528,-87.49715,18355,328.211,55.9243901
35954,Attalla,AL,Alabama,34.043263,-86.08904,12416,104.801,118.472152
36830,Auburn,AL,Alabama,32.577135,-85.47282,33201,99.748,332.8487789
36832,Auburn,AL,Alabama,32.589553,-85.53991,22071,70.862,311.4645367
36849,Auburn University,AL,Alabama,32.602434,-85.4858,3150,0.387,8139.534884
36003,Autaugaville,AL,Alabama,32.439967,-86.68801,1975,93.377,21.15081872
36505,Axis,AL,Alabama,30.930065,-88.00103,1481,21.585,68.61246236
35019,Baileyton,AL,Alabama,34.29254,-86.63505,2117,29.92,70.75534759
36005,Banks,AL,Alabama,31.859531,-85.75558,1522,140.989,10.79516842
35542,Bankston,AL,Alabama,33.703682,-87.67155,1021,55.323,18.45525369
36507,Bay Minette,AL,Alabama,30.875697,-87.76592,19090,334.807,57.01792376
36509,Bayou La Batre,AL,Alabama,30.401384,-88.24671,1983,6.541,303.1646537
35543,Bear Creek,AL,Alabama,34.247898,-87.72171,1137,37.387,30.41164041
36425,Beatrice,AL,Alabama,31.737883,-87.17442,1008,150.133,6.714046878
35544,Beaverton,AL,Alabama,33.939291,-88.01367,673,71.77,9.377177093
35545,Belk,AL,Alabama,33.641227,-87.92911,100,1.282,78.00312012
36901,Bellamy,AL,Alabama,32.451618,-88.131,329,10.776,30.53080921
36313,Bellwood,AL,Alabama,31.174249,-85.79562,285,3.925,72.61146497
35546,Berry,AL,Alabama,33.628719,-87.58251,3901,221.136,17.64072788
35020,Bessemer,AL,Alabama,33.405559,-86.95141,27139,19.003,1428.142925
35022,Bessemer,AL,Alabama,33.346817,-86.95252,18888,65.475,288.4765178
35023,Bessemer,AL,Alabama,33.443039,-87.0193,25436,90.423,281.3001117
36006,Billingsley,AL,Alabama,32.65279,-86.7143,1313,71.471,18.37108757
35207,Birmingham,AL,Alabama,33.560652,-86.81897,9010,10.398,866.5127909
35204,Birmingham,AL,Alabama,33.519855,-86.83534,10337,4.863,2125.642607
35234,Birmingham,AL,Alabama,33.538504,-86.80602,6311,3.562,1771.75744
35224,Birmingham,AL,Alabama,33.517706,-86.93189,6094,15.756,386.7732927
35222,Birmingham,AL,Alabama,33.524254,-86.77335,7884,3.733,2111.974283
35218,Birmingham,AL,Alabama,33.506456,-86.89524,7353,2.606,2821.565618
35235,Birmingham,AL,Alabama,33.609779,-86.65507,19484,14.025,1389.233512
35213,Birmingham,AL,Alabama,33.507637,-86.74161,13185,6.351,2076.051016
35243,Birmingham,AL,Alabama,33.437667,-86.74586,17328,12.136,1427.818062
35206,Birmingham,AL,Alabama,33.568573,-86.72163,17177,10.226,1679.737923
35228,Birmingham,AL,Alabama,33.454262,-86.92273,10419,4.323,2410.131853
35212,Birmingham,AL,Alabama,33.542004,-86.74896,11539,5.867,1966.763252
35244,Birmingham,AL,Alabama,33.356981,-86.81577,32390,21.689,1493.383743
35208,Birmingham,AL,Alabama,33.494545,-86.88115,14855,3.534,4203.452179
35223,Birmingham,AL,Alabama,33.488355,-86.73402,11043,8.223,1342.940533
35242,Birmingham,AL,Alabama,33.409582,-86.69684,49545,52.852,937.4290472
35205,Birmingham,AL,Alabama,33.497055,-86.8057,19686,3.626,5429.123001
35211,Birmingham,AL,Alabama,33.479306,-86.85878,26236,17.661,1485.533096
35217,Birmingham,AL,Alabama,33.590003,-86.76708,13729,18.076,759.5153795
35215,Birmingham,AL,Alabama,33.636102,-86.69506,46951,28.672,1637.520926
35203,Birmingham,AL,Alabama,33.519055,-86.8097,3798,2.02,1880.19802
35233,Birmingham,AL,Alabama,33.509623,-86.7997,1308,1.68,778.5714286
35226,Birmingham,AL,Alabama,33.406409,-86.8295,31471,17.897,1758.451137
35210,Birmingham,AL,Alabama,33.546051,-86.66963,13952,25.298,551.5060479
35214,Birmingham,AL,Alabama,33.558772,-86.89199,19592,26.636,735.5458778
35216,Birmingham,AL,Alabama,33.420558,-86.78489,36408,14.012,2598.344276
35221,Birmingham,AL,Alabama,33.450267,-86.8965,4834,3.651,1324.020816
35209,Birmingham,AL,Alabama,33.468306,-86.80814,29544,9.345,3161.476726
36314,Black,AL,Alabama,31.013308,-85.75742,595,23.592,25.2204137
35031,Blountsville,AL,Alabama,34.111425,-86.5338,7933,129.409,61.30176417
35956,Boaz,AL,Alabama,34.155318,-86.13237,8842,73.729,119.9256738
35957,Boaz,AL,Alabama,34.203621,-86.1728,15693,79.576,197.2077008
35443,Boligee,AL,Alabama,32.772835,-88.0321,2009,189.474,10.60303788
36511,Bon Secour,AL,Alabama,30.312316,-87.73468,764,4.673,163.4924032
36723,Boykin,AL,Alabama,32.08846,-87.28018,230,6.667,34.49827509
36009,Brantley,AL,Alabama,31.579451,-86.3188,2566,150.155,17.08900803
35033,Bremen,AL,Alabama,33.952939,-87.02889,3403,75.812,44.88735293
35034,Brent,AL,Alabama,32.915182,-87.21488,5541,107.366,51.60851666
36426,Brewton,AL,Alabama,31.129008,-87.10173,16202,485.942,33.34142758
35740,Bridgeport,AL,Alabama,34.943871,-85.73077,3482,35.705,97.52135555
35035,Brierfield,AL,Alabama,33.041166,-86.95117,1581,71.076,22.24379537
35548,Brilliant,AL,Alabama,34.043457,-87.7594,1558,65.058,23.94786191
35036,Brookside,AL,Alabama,33.63815,-86.91956,297,0.829,358.2629674
35444,Brookwood,AL,Alabama,33.276411,-87.3052,3699,148.868,24.84751592
35741,Brownsboro,AL,Alabama,34.720813,-86.48932,2933,23.534,124.6281975
36010,Brundidge,AL,Alabama,31.678393,-85.82425,4677,126.788,36.88834906
35958,Bryant,AL,Alabama,34.921827,-85.63784,3582,52.678,67.99802574
35446,Buhl,AL,Alabama,33.207547,-87.75054,2234,60.879,36.69574073
36904,Butler,AL,Alabama,32.097363,-88.22647,4098,226.936,18.05795467
35040,Calera,AL,Alabama,33.107572,-86.74996,14965,76.326,196.0668711
36513,Calvert,AL,Alabama,31.161966,-87.99588,555,14.493,38.294349
36726,Camden,AL,Alabama,32.008444,-87.25911,4814,262.263,18.35562012
36850,Camp Hill,AL,Alabama,32.799998,-85.64621,2630,147.726,17.8032303
36727,Campbell,AL,Alabama,31.910694,-88.03148,61,61.388,0.993679546
35742,Capshaw,AL,Alabama,34.813577,-86.80405,0,0,0
35549,Carbon Hill,AL,Alabama,33.87798,-87.52728,4341,115.738,37.50712817
36515,Carlton,AL,Alabama,31.375467,-87.78506,0,0,0
35447,Carrollton,AL,Alabama,33.254197,-88.16866,3460,144.488,23.94662533
36432,Castleberry,AL,Alabama,31.291038,-87.03109,2420,142.699,16.95877336
36728,Catherine,AL,Alabama,32.147166,-87.45675,461,90.425,5.098147636
36013,Cecil,AL,Alabama,32.295289,-85.99653,562,17.385,32.32671844
35959,Cedar Bluff,AL,Alabama,34.237989,-85.61277,4836,62.4,77.5
35960,Centre,AL,Alabama,34.141067,-85.60472,10087,143.066,70.50592034
35042,Centreville,AL,Alabama,32.963486,-87.13867,5831,150.439,38.75989604
36316,Chancellor,AL,Alabama,31.172641,-85.86482,1722,49.95,34.47447447
36518,Chatom,AL,Alabama,31.463383,-88.26781,2842,135.238,21.01480353
35043,Chelsea,AL,Alabama,33.317093,-86.66295,9234,45.911,201.1282699
35616,Cherokee,AL,Alabama,34.748498,-87.9986,4043,210.958,19.16495227
35044,Childersburg,AL,Alabama,33.268471,-86.35582,7713,57.694,133.6880785
36521,Chunchula,AL,Alabama,30.965694,-88.18697,5431,144.477,37.59075839
36522,Citronelle,AL,Alabama,31.0753,-88.2633,7183,220.081,32.63798329
35046,Clanton,AL,Alabama,32.894351,-86.56504,5108,134.609,37.94694263
35045,Clanton,AL,Alabama,32.834501,-86.64355,14870,119.159,124.7912453
36016,Clayton,AL,Alabama,31.843675,-85.43298,5150,241.268,21.34555764
35049,Cleveland,AL,Alabama,33.963435,-86.5954,3996,42.34,94.37883798
36017,Clio,AL,Alabama,31.692576,-85.55787,3318,62.258,53.29435575
36317,Clopton,AL,Alabama,31.645125,-85.37812,590,40.611,14.52808352
36523,Coden,AL,Alabama,30.383724,-88.18466,2818,38.3,73.5770235
36318,Coffee Springs,AL,Alabama,31.16782,-85.94917,1296,48.476,26.73487912
36524,Coffeeville,AL,Alabama,31.790834,-88.06933,1232,167.228,7.367187313
35452,Coker,AL,Alabama,33.249332,-87.67217,3880,51.967,74.66276676
35961,Collinsville,AL,Alabama,34.279268,-85.85634,6514,127.872,50.94156657
36319,Columbia,AL,Alabama,31.312599,-85.14456,2276,100.198,22.71502425
35051,Columbiana,AL,Alabama,33.201789,-86.61584,8787,108.192,81.21672582
35052,Cook Springs,AL,Alabama,33.593115,-86.4084,277,0.365,758.9041096
36020,Coosada,AL,Alabama,32.496067,-86.33073,1123,10.055,111.6857285
35550,Cordova,AL,Alabama,33.754767,-87.16587,5605,65.807,85.17330983
35453,Cottondale,AL,Alabama,33.170357,-87.39889,11127,93.054,119.5757302
36320,Cottonwood,AL,Alabama,31.051843,-85.31561,3837,65.899,58.22546624
35618,Courtland,AL,Alabama,34.665033,-87.30978,1870,45.996,40.65570919
36435,Coy,AL,Alabama,31.874887,-87.4311,579,43.56,13.29201102
36255,Cragford,AL,Alabama,33.185338,-85.72548,969,68.655,14.1140485
35053,Crane Hill,AL,Alabama,34.041061,-87.06771,2617,47.956,54.57085662
36525,Creola,AL,Alabama,30.886317,-88.02806,1935,16.749,115.5292853
35054,Cropwell,AL,Alabama,33.506012,-86.31547,4101,26.137,156.9040058
35962,Crossville,AL,Alabama,34.297717,-86.036,8300,78.702,105.4611065
36907,Cuba,AL,Alabama,32.403275,-88.36252,1930,124.652,15.48310496
35057,Cullman,AL,Alabama,34.139198,-86.92449,12630,126.861,99.55778372
35058,Cullman,AL,Alabama,34.223732,-86.7562,9936,68.776,144.4690008
35055,Cullman,AL,Alabama,34.167893,-86.82506,19427,64.037,303.3714884
36852,Cusseta,AL,Alabama,32.745844,-85.28076,2129,35.14,60.58622652
36853,Dadeville,AL,Alabama,32.787441,-85.79955,8269,181.446,45.5727875
36322,Daleville,AL,Alabama,31.284499,-85.72111,9072,62.511,145.1264577
35619,Danville,AL,Alabama,34.404908,-87.12915,5135,130.137,39.4584169
36526,Daphne,AL,Alabama,30.620594,-87.88312,27890,37.402,745.6820491
36528,Dauphin Island,AL,Alabama,30.250825,-88.11819,1237,6.281,196.9431619
36256,Daviston,AL,Alabama,33.032076,-85.69962,1570,94.846,16.55314932
35963,Dawson,AL,Alabama,34.359766,-85.92825,1704,27.746,61.41425791
36022,Deatsville,AL,Alabama,32.612619,-86.39497,13092,90.777,144.2215539
35601,Decatur,AL,Alabama,34.595332,-86.98786,34434,28.096,1225.583713
35603,Decatur,AL,Alabama,34.539072,-86.95732,30545,70.365,434.0936545
36529,Deer Park,AL,Alabama,31.309194,-88.26036,478,60.45,7.907361456
36258,Delta,AL,Alabama,33.473789,-85.71409,1599,112.612,14.19919724
36732,Demopolis,AL,Alabama,32.495484,-87.84521,8395,127.977,65.59772459
35552,Detroit,AL,Alabama,34.061266,-88.15462,1044,59.63,17.50796579
36436,Dickinson,AL,Alabama,31.756797,-87.645,531,33.235,15.97713254
36736,Dixons Mills,AL,Alabama,32.069338,-87.77893,1207,41.101,29.36668208
35060,Docena,AL,Alabama,33.559455,-86.92968,414,2.584,160.2167183
35061,Dolomite,AL,Alabama,33.462541,-86.95736,1465,1.994,734.7041123
35062,Dora,AL,Alabama,33.731278,-87.0361,7944,44.893,176.9540908
36305,Dothan,AL,Alabama,31.214832,-85.47402,14470,31.777,455.3607955
36303,Dothan,AL,Alabama,31.249042,-85.40605,30217,62.811,481.0781551
36301,Dothan,AL,Alabama,31.180076,-85.4045,35759,89.201,400.881156
35553,Double Springs,AL,Alabama,34.146713,-87.39317,4680,142.441,32.85570868
36028,Dozier,AL,Alabama,31.474803,-86.37618,1746,128.88,13.54748603
35456,Duncanville,AL,Alabama,33.068806,-87.43974,3759,84.704,44.37806951
35744,Dutton,AL,Alabama,34.610055,-85.91553,2570,33.296,77.18644882
36260,Eastaboga,AL,Alabama,33.593189,-85.99551,4247,27.149,156.4330178
35457,Echola,AL,Alabama,33.301003,-87.77187,82,6.679,12.27728702
36024,Eclectic,AL,Alabama,32.697561,-86.016,5428,89.898,60.37954126
36613,Eight Mile,AL,Alabama,30.795637,-88.1577,12749,51.248,248.7706837
36323,Elba,AL,Alabama,31.428389,-86.07271,8255,231.302,35.68927203
36530,Elberta,AL,Alabama,30.377657,-87.56159,6873,96.62,71.13434072
35554,Eldridge,AL,Alabama,33.903299,-87.65194,1186,51.621,22.97514577
35620,Elkmont,AL,Alabama,34.930354,-86.9809,8868,108.858,81.46392548
36025,Elmore,AL,Alabama,32.538878,-86.33358,5729,14.418,397.3505341
35458,Elrod,AL,Alabama,33.274081,-87.80211,594,25.562,23.23761834
35459,Emelle,AL,Alabama,32.80728,-88.31069,872,136.626,6.382386954
35063,Empire,AL,Alabama,33.805216,-87.00192,3866,39.157,98.73075057
36330,Enterprise,AL,Alabama,31.32579,-85.84117,35530,120.186,295.6251144
35460,Epes,AL,Alabama,32.716468,-88.15261,834,97.224,8.578128857
36026,Equality,AL,Alabama,32.776549,-86.0477,1089,73.692,14.7777235
35745,Estillfork,AL,Alabama,34.929269,-86.20726,288,67.06,4.294661497
35461,Ethelsville,AL,Alabama,33.421827,-88.22013,1952,124.025,15.73876235
36027,Eufaula,AL,Alabama,31.876168,-85.17362,16261,288.851,56.29546029
35462,Eutaw,AL,Alabama,32.931143,-87.93837,5061,312.93,16.17294603
35621,Eva,AL,Alabama,34.334972,-86.71847,2852,45.848,62.20554877
36401,Evergreen,AL,Alabama,31.461019,-86.96271,8314,456.852,18.19845377
35746,Fackler,AL,Alabama,34.830058,-85.97048,856,58.054,14.74489269
35064,Fairfield,AL,Alabama,33.476908,-86.91684,11458,4.107,2789.870952
36532,Fairhope,AL,Alabama,30.512458,-87.88559,27829,73.738,377.403781
35622,Falkville,AL,Alabama,34.340484,-86.89176,7388,96.717,76.38781186
36738,Faunsdale,AL,Alabama,32.41786,-87.62729,952,72.24,13.17829457
35555,Fayette,AL,Alabama,33.681768,-87.83026,10177,315.953,32.210487
36029,Fitzpatrick,AL,Alabama,32.214818,-85.93281,723,102.305,7.06710327
36855,Five Points,AL,Alabama,33.046756,-85.30102,1551,72.055,21.52522379
35966,Flat Rock,AL,Alabama,34.788306,-85.67642,3914,83.445,46.9051471
36441,Flomaton,AL,Alabama,31.023139,-87.23957,3576,58.675,60.94588837
36442,Florala,AL,Alabama,31.042071,-86.34347,3555,204.083,17.41938329
35634,Florence,AL,Alabama,34.888897,-87.60731,9711,61.671,157.4646106
35633,Florence,AL,Alabama,34.898897,-87.77379,20877,208.971,99.9038144
35630,Florence,AL,Alabama,34.817537,-87.66253,32629,25.104,1299.753027
36535,Foley,AL,Alabama,30.396876,-87.69616,26767,91.461,292.6602596
36030,Forest Home,AL,Alabama,31.847964,-86.86441,491,68.215,7.197830389
36740,Forkland,AL,Alabama,32.629096,-87.84004,1328,73.23,18.13464427
36031,Fort Davis,AL,Alabama,32.251957,-85.73589,156,10.361,15.05646173
36032,Fort Deposit,AL,Alabama,31.984289,-86.57087,2339,111.102,21.05272632
36856,Fort Mitchell,AL,Alabama,32.282085,-84.98389,3719,33.109,112.3259537
35968,Fort Payne,AL,Alabama,34.460537,-85.76744,4575,53.596,85.36084782
35967,Fort Payne,AL,Alabama,34.429472,-85.71078,16630,124.998,133.0421287
36362,Fort Rucker,AL,Alabama,31.352676,-85.70509,4637,29.479,157.2984158
35463,Fosters,AL,Alabama,33.081289,-87.68988,1749,61.328,28.51878424
36444,Franklin,AL,Alabama,31.63857,-87.46772,702,105.731,6.639490783
36538,Frankville,AL,Alabama,31.646087,-88.14188,374,34.462,10.85253323
36445,Frisco City,AL,Alabama,31.429994,-87.41631,5050,154.039,32.78390537
36539,Fruitdale,AL,Alabama,31.375241,-88.41557,802,71.22,11.26088177
36262,Fruithurst,AL,Alabama,33.761052,-85.45227,1448,89.497,16.17931327
36446,Fulton,AL,Alabama,31.786539,-87.72688,490,4.506,108.743897
35068,Fultondale,AL,Alabama,33.611297,-86.81518,7232,13.96,518.0515759
35971,Fyffe,AL,Alabama,34.457657,-85.92772,4914,56.717,86.64068974
35904,Gadsden,AL,Alabama,34.032097,-86.0353,14194,46.173,307.4090919
35905,Gadsden,AL,Alabama,33.942031,-85.93993,6410,41.521,154.3797115
35907,Gadsden,AL,Alabama,33.906415,-86.02665,8345,22.269,374.7361803
35903,Gadsden,AL,Alabama,33.996698,-85.92496,18088,67.416,268.3042601
35901,Gadsden,AL,Alabama,34.016747,-85.99282,20045,59.487,336.9643788
36540,Gainestown,AL,Alabama,31.453836,-87.64373,691,44.203,15.63242314
35464,Gainesville,AL,Alabama,32.811241,-88.1648,654,32.966,19.83862161
35972,Gallant,AL,Alabama,33.987653,-86.25523,1139,24.379,46.72053817
36742,Gallion,AL,Alabama,32.454007,-87.75003,2554,113.745,22.45373423
35070,Garden City,AL,Alabama,34.011027,-86.74877,265,1.388,190.9221902
35071,Gardendale,AL,Alabama,33.67933,-86.8206,15661,57.075,274.3933421
35973,Gaylesville,AL,Alabama,34.333048,-85.55172,2870,114.44,25.07864383
36340,Geneva,AL,Alabama,31.043454,-85.87941,5490,47.444,115.7153697
36033,Georgiana,AL,Alabama,31.655458,-86.76737,4299,234.577,18.32660491
35974,Geraldine,AL,Alabama,34.361787,-86.0098,1589,13.139,120.9376665
36908,Gilbertown,AL,Alabama,31.891177,-88.28508,2417,131.249,18.4153784
35559,Glen Allen,AL,Alabama,33.909001,-87.73186,57,0.656,86.8902439
36034,Glenwood,AL,Alabama,31.637696,-86.13578,807,58.209,13.86383549
35072,Goodwater,AL,Alabama,33.089342,-86.04682,5193,189.459,27.40962425
35466,Gordo,AL,Alabama,33.299935,-87.88368,6075,261.042,23.27211713
36343,Gordon,AL,Alabama,31.087556,-85.13116,1579,100.632,15.69083393
36035,Goshen,AL,Alabama,31.756986,-86.14489,1913,109.025,17.5464343
36036,Grady,AL,Alabama,31.985456,-86.15741,2003,104.457,19.17535445
36263,Graham,AL,Alabama,33.469709,-85.36139,658,24.635,26.7099655
36541,Grand Bay,AL,Alabama,30.487783,-88.32722,15647,95.626,163.627047
35747,Grant,AL,Alabama,34.500216,-86.27889,5901,74.525,79.18148272
35073,Graysville,AL,Alabama,33.640865,-86.96885,2382,26.473,89.97846863
35074,Green Pond,AL,Alabama,33.22584,-87.12515,93,0.056,1660.714286
36744,Greensboro,AL,Alabama,32.703529,-87.60177,7419,228.999,32.39752139
36037,Greenville,AL,Alabama,31.8007,-86.60591,14074,360.552,39.0345914
36451,Grove Hill,AL,Alabama,31.704736,-87.77773,4977,191.778,25.95188186
35975,Groveoak,AL,Alabama,34.431683,-86.06169,1058,34.232,30.90675391
35563,Guin,AL,Alabama,33.972007,-87.90302,4340,103.81,41.80714767
36542,Gulf Shores,AL,Alabama,30.262276,-87.72784,12705,52.531,241.8571891
35976,Guntersville,AL,Alabama,34.350835,-86.30475,16272,127.922,127.202514
35748,Gurley,AL,Alabama,34.710942,-86.38995,6276,80.97,77.51018896
35564,Hackleburg,AL,Alabama,34.262751,-87.83441,2361,67.26,35.10258698
35565,Haleyville,AL,Alabama,34.225425,-87.6118,13485,277.831,48.53670037
35570,Hamilton,AL,Alabama,34.149717,-88.00384,11145,239.004,46.63101873
35077,Hanceville,AL,Alabama,34.043589,-86.80644,13142,150.52,87.31065639
36039,Hardaway,AL,Alabama,32.28032,-85.81979,253,38.034,6.651942998
35078,Harpersville,AL,Alabama,33.337092,-86.44085,2082,43.538,47.82029491
36344,Hartford,AL,Alabama,31.096994,-85.7001,5732,128.554,44.58826641
35640,Hartselle,AL,Alabama,34.442184,-86.94027,24267,109.852,220.9063103
35749,Harvest,AL,Alabama,34.815817,-86.76003,20575,40.514,507.8491386
36858,Hatchechubbee,AL,Alabama,32.297792,-85.31205,441,54.417,8.10408512
35079,Hayden,AL,Alabama,33.922179,-86.7607,8810,106.131,83.01061895
36040,Hayneville,AL,Alabama,32.182677,-86.66877,3976,154.896,25.66883586
35750,Hazel Green,AL,Alabama,34.948321,-86.58988,12783,63.537,201.1898579
36345,Headland,AL,Alabama,31.381263,-85.3149,7822,122.869,63.6612978
36264,Heflin,AL,Alabama,33.613541,-85.55457,8659,235.802,36.72148667
35080,Helena,AL,Alabama,33.280625,-86.88411,15881,43.606,364.193001
35978,Henagar,AL,Alabama,34.637589,-85.73274,5390,67.402,79.96795347
35979,Higdon,AL,Alabama,34.831242,-85.61564,1398,10.469,133.5371096
36041,Highland Home,AL,Alabama,31.913456,-86.30083,1318,53.112,24.81548426
35643,Hillsboro,AL,Alabama,34.648768,-87.20394,2941,80.676,36.45445981
35571,Hodges,AL,Alabama,34.341907,-87.94612,895,62.51,14.31770917
35082,Hollins,AL,Alabama,33.116909,-86.1698,7,8.064,0.868055556
35083,Holly Pond,AL,Alabama,34.198738,-86.59814,3268,36.486,89.56860166
35751,Hollytree,AL,Alabama,34.815033,-86.27258,265,28.705,9.231841143
35752,Hollywood,AL,Alabama,34.745259,-85.94729,2047,46.726,43.80858623
36042,Honoraville,AL,Alabama,31.860078,-86.44607,1500,81.393,18.42910324
36043,Hope Hull,AL,Alabama,32.22381,-86.39798,3666,102.859,35.64102315
35980,Horton,AL,Alabama,34.179277,-86.36882,5161,55.451,93.07316369
35572,Houston,AL,Alabama,34.16678,-87.26526,1131,74.561,15.16878797
35816,Huntsville,AL,Alabama,34.73969,-86.62464,15228,5.299,2873.749764
35824,Huntsville,AL,Alabama,34.654126,-86.73987,6070,12.752,476.0037641
35803,Huntsville,AL,Alabama,34.603017,-86.54293,25471,47.577,535.3637262
35808,Huntsville,AL,Alabama,34.623075,-86.6647,1946,57.711,33.71974147
35806,Huntsville,AL,Alabama,34.748066,-86.68317,18951,23.281,814.0114256
35802,Huntsville,AL,Alabama,34.666041,-86.55929,21297,18.137,1174.229476
35805,Huntsville,AL,Alabama,34.711291,-86.61691,22498,9.152,2458.26049
35810,Huntsville,AL,Alabama,34.77624,-86.61339,30617,28.802,1063.016457
35811,Huntsville,AL,Alabama,34.78108,-86.53163,25955,46.25,561.1891892
35801,Huntsville,AL,Alabama,34.72879,-86.57316,21509,14.083,1527.302421
36860,Hurtsboro,AL,Alabama,32.237339,-85.41029,1580,152.206,10.3806683
35981,Ider,AL,Alabama,34.717362,-85.65353,2141,23.113,92.6318522
36544,Irvington,AL,Alabama,30.479171,-88.23793,12476,40.088,311.2153263
38852,Iuka,AL,Alabama,34.803864,-88.10205,51,200.163,0.254792344
36910,Jachin,AL,Alabama,32.220752,-88.15471,35,5.644,6.201275691
36346,Jack,AL,Alabama,31.567171,-85.93102,1456,50.226,28.98896986
36545,Jackson,AL,Alabama,31.508231,-87.88346,9941,397.6,25.00251509
36861,Jacksons Gap,AL,Alabama,32.862333,-85.84588,3264,49.314,66.18810074
36265,Jacksonville,AL,Alabama,33.824496,-85.77037,21060,99.477,211.7072288
35503,Jasper,AL,Alabama,33.907546,-87.29957,9068,79.643,113.8580917
35504,Jasper,AL,Alabama,33.883566,-87.2125,13596,96.959,140.2242185
35501,Jasper,AL,Alabama,33.828412,-87.27632,10424,49.928,208.7806441
35085,Jemison,AL,Alabama,32.96512,-86.74405,8933,104.15,85.77052328
36749,Jones,AL,Alabama,32.54896,-86.87897,1089,61.91,17.59005007
35087,Joppa,AL,Alabama,34.303718,-86.58323,2115,22.434,94.27654453
35089,Kellyton,AL,Alabama,32.941708,-86.06098,2238,68.89,32.4865728
35574,Kennedy,AL,Alabama,33.586897,-87.97695,1507,101.111,14.90441198
35645,Killen,AL,Alabama,34.904208,-87.50776,14060,86.272,162.9729228
35091,Kimberly,AL,Alabama,33.77109,-86.80672,2719,6.55,415.1145038
36453,Kinston,AL,Alabama,31.203287,-86.15169,2198,92.675,23.71729161
35469,Knoxville,AL,Alabama,33.012557,-87.79793,221,18.59,11.88811189
35754,Laceys Spring,AL,Alabama,34.520438,-86.61977,5362,43.48,123.3210672
36862,Lafayette,AL,Alabama,32.903922,-85.42905,6623,239.66,27.63498289
36863,Lanett,AL,Alabama,32.871306,-85.21314,11672,87.919,132.7585619
35755,Langston,AL,Alabama,34.501178,-86.11516,586,17.133,34.20300006
36046,Lapine,AL,Alabama,32.025367,-86.34182,1490,68.673,21.69702794
36793,Lawley,AL,Alabama,32.838805,-86.99911,568,75.726,7.500726303
35094,Leeds,AL,Alabama,33.530698,-86.55506,14212,57.653,246.5092883
35983,Leesburg,AL,Alabama,34.189256,-85.76816,3738,50.118,74.5839818
35646,Leighton,AL,Alabama,34.660322,-87.53577,4635,93.662,49.48645128
36548,Leroy,AL,Alabama,31.495691,-87.9626,1136,34.602,32.83047223
35647,Lester,AL,Alabama,34.967939,-87.11732,1030,23.593,43.65701691
36047,Letohatchee,AL,Alabama,32.070433,-86.49437,1396,110.552,12.62754179
35648,Lexington,AL,Alabama,34.966009,-87.38262,3635,58.105,62.55916014
36549,Lillian,AL,Alabama,30.393983,-87.45664,4271,27.913,153.0111418
35096,Lincoln,AL,Alabama,33.605233,-86.12079,7815,78.874,99.08208028
